path,mode,rows,signature,before_sha256,after_sha256,after_signature,passed
processing/Processing/output/paper/figure_data/cross_domain_components_seat_winning.csv,ideological_slice,254,2fca88833e5f5063e8f73aa261068c294c792cb8aeeb90b4815e7f22987e7a8f,df19f411e8ea498e6fda2c4a9448f232121db26179df2c530653b2e7783d32df,9c6997e1a9f9d22f31b60062f1b3f55b6f14203a1aef008d6249a67c20683bf7,2fca88833e5f5063e8f73aa261068c294c792cb8aeeb90b4815e7f22987e7a8f,True
processing/Processing/output/paper/figure_data/ideological_interval_heatmap.csv,full_csv,1147,6355770965bfcfafbcd2183679c33dec2c1a017635b98100ad9542fb11366859,d29a01a32954f96c1c7b48fc9507929a8e3973ac89337715727c41f423446161,d29a01a32954f96c1c7b48fc9507929a8e3973ac89337715727c41f423446161,6355770965bfcfafbcd2183679c33dec2c1a017635b98100ad9542fb11366859,True
processing/Processing/output/paper/figure_data/party_representation_profile.csv,full_csv,99,0adc574bdeb7bba5ca2c2b31808cc0e73205e1afe1d54add79fdb0011f947163,aff1485b22d6c8a652d2e2398c8184fe7f1936c3831643cc12c6efa4a1f2ad77,aff1485b22d6c8a652d2e2398c8184fe7f1936c3831643cc12c6efa4a1f2ad77,0adc574bdeb7bba5ca2c2b31808cc0e73205e1afe1d54add79fdb0011f947163,True
processing/Processing/output/paper/figure_data/party_vote_share_vs_seat_share.csv,full_csv,99,0770260d8996560da146077a35c44d3949300d107b5ae84017c6a088928f90a4,da7e3b1fd175abdaf7a821fabbda79b0cfda207ec14073a4d7d6f38683ea3130,da7e3b1fd175abdaf7a821fabbda79b0cfda207ec14073a4d7d6f38683ea3130,0770260d8996560da146077a35c44d3949300d107b5ae84017c6a088928f90a4,True
processing/Processing/output/paper/raw/accounting_all_inversion_decomposition.csv,ideological_slice,12,754825088b553505b6b7fcf9d635534e10e6c70488950b5769f733db2c376b72,a591a97a9de2c647f652d3ae75a16016616c7b8784712be72d13f72d8f96b977,818907d18d1684ddc2e709714834de2b449a2c153508bf0dfb5c90ccc6c560f9,754825088b553505b6b7fcf9d635534e10e6c70488950b5769f733db2c376b72,True
processing/Processing/output/paper/raw/accounting_focal_case_decomposition.csv,ideological_slice,4,4038a8937b77df015d763b8e00f326ecbab354f98b36484d1457868932aed92d,089b9a1b8a0ef4f92ad7211042a470545fc3eb227e44b52492c8e43f65a93278,c6aaf543a6d5cc831805d924dd70ccdab43350aaa83ae2dfecd6378e7c75e58f,4038a8937b77df015d763b8e00f326ecbab354f98b36484d1457868932aed92d,True
processing/Processing/output/paper/raw/accounting_focal_party_contributions.csv,ideological_slice,44,86cee39d5599bb624af35ed874ba6188c063e50dd99b520e95cc90c02b4356c0,ea8b7bdb523b2758ec9a5a57b9ee07ed48a4325e979b36f56d2c3834f788a984,88da0d41fdbfd84d534992f8e5468d53193676faf7ba5df645a0e0d7d43befc8,86cee39d5599bb624af35ed874ba6188c063e50dd99b520e95cc90c02b4356c0,True
processing/Processing/output/paper/raw/accounting_focal_party_state_contributions.csv,ideological_slice,1188,c26a8334d51c6e7cd27e5f5df4a0c9e0d033c34c6ca8f13ad70d24164542763a,afc45e9aa502fe7853f1758a1209b848c1e195c2d5674813be41ec39cfeb8d75,b00e141963fce60f5817b2988f7bad4c93c24b5a0ae0408ceca8f8b8302e6c4f,c26a8334d51c6e7cd27e5f5df4a0c9e0d033c34c6ca8f13ad70d24164542763a,True
processing/Processing/output/paper/raw/accounting_focal_state_contributions.csv,ideological_slice,108,ba5e7491711fb62b166fd56a942fd2046e02ea1961413920398f279d9f0218bd,b003fcfcf55a60309b96a7ee21e7c1f06ea90fed089147a11738d53988e2f19d,3f1a5580bf3276242a928ae766bec5a31204be19006baeaccc31006ed4bb4974,ba5e7491711fb62b166fd56a942fd2046e02ea1961413920398f279d9f0218bd,True
processing/Processing/output/paper/raw/accounting_gross_component_concentration.csv,ideological_slice,24,7ba7f7701822f87395e3171c870bd7f915de1e9151696755b48a09487a75b53c,a78ea48732d690843ee89b2bf67fec84f8124d5c2d1000538ec6c023a96c8ff4,aa2af9d7d983556b23bfdbb47821bc20adc4da6ca1b0574dad72bcc0680e19c7,7ba7f7701822f87395e3171c870bd7f915de1e9151696755b48a09487a75b53c,True
processing/Processing/output/paper/raw/accounting_minimal_ideological_decomposition.csv,full_csv,7,09dd680d2ab1be11b85e7d18d760f64a22fe3f3e4e77e61f24032fa97e40d74b,ffca4ebf847f47a4902423a2c30fdbd3b4476dce3effefc4e17b32ef20c33a31,ffca4ebf847f47a4902423a2c30fdbd3b4476dce3effefc4e17b32ef20c33a31,09dd680d2ab1be11b85e7d18d760f64a22fe3f3e4e77e61f24032fa97e40d74b,True
processing/Processing/output/paper/raw/coalition_party_contribution_summary.csv,ideological_slice,12,3813c88df16f6a6546c4cfbe70b2e1c2eae84971d1362b6e9376cc15d296f535,c94cdd29cc31d85c87f66a44649c70df2c294a0e13887aa2b4867ed365ded348,bb97bb9b664b9c342e3987de8b06632bd1e70f3978a97887fca7a7871622292f,3813c88df16f6a6546c4cfbe70b2e1c2eae84971d1362b6e9376cc15d296f535,True
processing/Processing/output/paper/raw/coalition_party_contributions.csv,ideological_slice,146,e19f24219183252fd53b154f5b47d047c0d61275398d0a6c42f2a0d4a9260267,fbba16e23d7bc0541b423a022d6c3afb9e418ed88c3a0fc66e495633cf571a71,99097834a0479b27c03c636155097b82469a94263fc073a85fcc43c118ca8a4c,e19f24219183252fd53b154f5b47d047c0d61275398d0a6c42f2a0d4a9260267,True
processing/Processing/output/paper/raw/district_accounting_all_years.csv,full_csv,81,2f6cca0f847e64b9ae1441ed03de85c7a9b0a2cfdc04deb731bd3580b5bf6fbf,0c3e9df74ddd6e2006a8e37cd0fca51b1361dd06e36e0990fcb4f5cb6dc6d2c1,0c3e9df74ddd6e2006a8e37cd0fca51b1361dd06e36e0990fcb4f5cb6dc6d2c1,2f6cca0f847e64b9ae1441ed03de85c7a9b0a2cfdc04deb731bd3580b5bf6fbf,True
processing/Processing/output/paper/raw/ideological_interval_inversions_only.csv,full_csv,12,f4dbecd2a4f40794c51c6401365cc51ffdecd0563d2be7131252c25282c1bed4,5cfde968725968a55e93ae41f6829e97b518df285213e89f1c666c2e8b611f79,5cfde968725968a55e93ae41f6829e97b518df285213e89f1c666c2e8b611f79,f4dbecd2a4f40794c51c6401365cc51ffdecd0563d2be7131252c25282c1bed4,True
processing/Processing/output/paper/raw/ideological_interval_inversions_only_all_parties.csv,full_csv,14,01382199063d4a0110b6f66618aea6c3af7e956e72d9c3dad0196fdbc9707312,270860ea8fa36c4c49d8d41256d7bdc33d6eb2fef92d59401a07025eb540262e,270860ea8fa36c4c49d8d41256d7bdc33d6eb2fef92d59401a07025eb540262e,01382199063d4a0110b6f66618aea6c3af7e956e72d9c3dad0196fdbc9707312,True
processing/Processing/output/paper/raw/ideological_interval_metrics.csv,full_csv,1147,9476184468717996ed102ac3e568094c79be0e9753406187c8688e236eb246b1,9c80403f78e8dcb538bbf3ac16c0114fb0376a9a0a2b9ff81fab16ab68a168ba,9c80403f78e8dcb538bbf3ac16c0114fb0376a9a0a2b9ff81fab16ab68a168ba,9476184468717996ed102ac3e568094c79be0e9753406187c8688e236eb246b1,True
processing/Processing/output/paper/raw/ideological_interval_metrics_all_parties.csv,full_csv,1686,4f397b981a9bc962005b96520a77a42d621cffbfb13eec36603bff0a93aeef1b,5031d08bd8cb47496ed43001b712aad0792345aea93d8f4d8e9df52afdba7dfa,5031d08bd8cb47496ed43001b712aad0792345aea93d8f4d8e9df52afdba7dfa,4f397b981a9bc962005b96520a77a42d621cffbfb13eec36603bff0a93aeef1b,True
processing/Processing/output/paper/raw/ideological_intervals_2014.csv,full_csv,406,b0ef6adeb94649e51f1398e7cad3ef71d30ed6aa642074d8347ab84865383cb5,82244af08d37b7586e58a21f77fe4fa7d8dd3d86a3b84c42261bf23550aa4e40,82244af08d37b7586e58a21f77fe4fa7d8dd3d86a3b84c42261bf23550aa4e40,b0ef6adeb94649e51f1398e7cad3ef71d30ed6aa642074d8347ab84865383cb5,True
processing/Processing/output/paper/raw/ideological_intervals_2018.csv,full_csv,465,ae2edd8a581fc6914a73d8aeb0ea6a59b6057e6513e41b62cb6f07b4a959d333,d719c3a07d3e39959bdada8c2f1c9b75c48b0fa775a169716ace6cee56036241,d719c3a07d3e39959bdada8c2f1c9b75c48b0fa775a169716ace6cee56036241,ae2edd8a581fc6914a73d8aeb0ea6a59b6057e6513e41b62cb6f07b4a959d333,True
processing/Processing/output/paper/raw/ideological_intervals_2022.csv,full_csv,276,77d97dc2775d9b6723ef3e9025e0e919807c77bec693f256f67d341c2e560fc3,d55b6caab7271334e3b20ce2b44ed4d5ddba69074ea57a840b6704faec83c549,d55b6caab7271334e3b20ce2b44ed4d5ddba69074ea57a840b6704faec83c549,77d97dc2775d9b6723ef3e9025e0e919807c77bec693f256f67d341c2e560fc3,True
processing/Processing/output/paper/raw/ideology_k_gap_accounting_both_universes.csv,full_csv,31238,9ea0c487325eba74776a6068a67111bd2ed389c919b103ed759fc82d1cc030cf,2f217cf39c6efdfbc97498ba45116cd93f1d5f2cc35407f1a5d20c88496ec2fe,2f217cf39c6efdfbc97498ba45116cd93f1d5f2cc35407f1a5d20c88496ec2fe,9ea0c487325eba74776a6068a67111bd2ed389c919b103ed759fc82d1cc030cf,True
processing/Processing/output/paper/raw/ideology_k_gap_coalitions.csv,full_csv,11401,b84b8039bf782c4502d40f9ea50e7a5e734eaf24b8be1bbcbcf1277b056ae4dd,3cf8746e7fab9de26f35e1b0325138af081ad40ad65c21775dd2987186a21ab7,3cf8746e7fab9de26f35e1b0325138af081ad40ad65c21775dd2987186a21ab7,b84b8039bf782c4502d40f9ea50e7a5e734eaf24b8be1bbcbcf1277b056ae4dd,True
processing/Processing/output/paper/raw/ideology_k_gap_coalitions_all_parties.csv,full_csv,19837,80e4f78a7ab4ef981c79e8be2cda5bf9e5345213fc2b8c1f2ce7a3db33eceb08,9ddf6847f919a05cba75fa99c8307e4b4f89d920a64dfb14540c02ac12a89a68,9ddf6847f919a05cba75fa99c8307e4b4f89d920a64dfb14540c02ac12a89a68,80e4f78a7ab4ef981c79e8be2cda5bf9e5345213fc2b8c1f2ce7a3db33eceb08,True
processing/Processing/output/paper/raw/ideology_k_gap_coalitions_both_universes.csv,full_csv,31238,21207cbed4e08c7e99b180cea5ffb54079d83df2d4fbe5de86d2a884cd3e06fc,0393672dbfd2e2eaa2edadf510d56fe9cc340a6f7a6d4993ea0b91f1d0ac0271,0393672dbfd2e2eaa2edadf510d56fe9cc340a6f7a6d4993ea0b91f1d0ac0271,21207cbed4e08c7e99b180cea5ffb54079d83df2d4fbe5de86d2a884cd3e06fc,True
processing/Processing/output/paper/raw/ideology_k_gap_inversions.csv,full_csv,167,a3009910de7b09b39c0b1fa7da4557948b573829f7fb037c0bc99067d539b8b6,05cd82d9829f5042c5671a9a36859f35c7d7ffe127801e2760030c001c1ed6c9,05cd82d9829f5042c5671a9a36859f35c7d7ffe127801e2760030c001c1ed6c9,a3009910de7b09b39c0b1fa7da4557948b573829f7fb037c0bc99067d539b8b6,True
processing/Processing/output/paper/raw/ideology_k_gap_inversions_all_parties.csv,full_csv,165,46e8e3f8867a5ec4eb5365441464cfa34296f2d68a5edc284809a35a5d0c7492,a9971ec83283c0f9dac3412fb19dd5205b0d58af631b4c03972db646449c31de,a9971ec83283c0f9dac3412fb19dd5205b0d58af631b4c03972db646449c31de,46e8e3f8867a5ec4eb5365441464cfa34296f2d68a5edc284809a35a5d0c7492,True
processing/Processing/output/paper/raw/ideology_k_gap_minimal_accounting_both_universes.csv,full_csv,533,fddd63cd96c6765374fdfc02cdd9628c682d29eeda59f31c78c90aed921e1f9d,47f0b5055dac1b54451b329d429edd00b01264348b0153b284f88f42e8e591b0,47f0b5055dac1b54451b329d429edd00b01264348b0153b284f88f42e8e591b0,fddd63cd96c6765374fdfc02cdd9628c682d29eeda59f31c78c90aed921e1f9d,True
processing/Processing/output/paper/raw/ideology_k_gap_minimal_majorities.csv,full_csv,254,d59739f0cdd86e6fa80a7b7f9e731ea1d71a6182dd13ba01b560728b0d8c327b,c318a17e10b7f0413e9ee562b646b00f53c5a52d916368ee0883dcca16ae49bd,c318a17e10b7f0413e9ee562b646b00f53c5a52d916368ee0883dcca16ae49bd,d59739f0cdd86e6fa80a7b7f9e731ea1d71a6182dd13ba01b560728b0d8c327b,True
processing/Processing/output/paper/raw/ideology_k_gap_minimal_majorities_all_parties.csv,full_csv,279,ca7e21e031da8bea77200671510bed3baa99fab984714b1f1c65c174bea1c598,778a2f0ebd19379d23cea148af4a217dcb3a4d8aaad5f31b20f3b22b2866beb6,778a2f0ebd19379d23cea148af4a217dcb3a4d8aaad5f31b20f3b22b2866beb6,ca7e21e031da8bea77200671510bed3baa99fab984714b1f1c65c174bea1c598,True
processing/Processing/output/paper/raw/ideology_k_gap_party_contributions_both_universes.csv.gz,full_csv,475290,bbecd95f8446decc1965fac32dacc9c240ab4fa7630854268800e39088326e5d,ca1416af9334770e92d5f5b35638a4ccf8438de64a8c6eec7cb57d1f13e7cb70,ca1416af9334770e92d5f5b35638a4ccf8438de64a8c6eec7cb57d1f13e7cb70,bbecd95f8446decc1965fac32dacc9c240ab4fa7630854268800e39088326e5d,True
processing/Processing/output/paper/raw/ideology_order_2014.csv,full_csv,28,624097fc24fc444cad22117bf78fb0de1fbb9ec40f9bb9f4b97fa7b75ea02e46,a1fbd19c8ec4b29481281dd9722fc8d9b6dc121e61c2d029a1d94fecfee61fb0,a1fbd19c8ec4b29481281dd9722fc8d9b6dc121e61c2d029a1d94fecfee61fb0,624097fc24fc444cad22117bf78fb0de1fbb9ec40f9bb9f4b97fa7b75ea02e46,True
processing/Processing/output/paper/raw/ideology_order_2014_all_parties.csv,full_csv,32,5633b48208b01647f8cf2303bbdcfe6b5e5cd050db64639dedf1a809b89e0305,7e3b816f5ec03b8025175ad75de067155b1f4f3daa4b7873ae156f0c95e09025,7e3b816f5ec03b8025175ad75de067155b1f4f3daa4b7873ae156f0c95e09025,5633b48208b01647f8cf2303bbdcfe6b5e5cd050db64639dedf1a809b89e0305,True
processing/Processing/output/paper/raw/ideology_order_2018.csv,full_csv,30,1337fe0de485b509683e787ff39d9281c8e93c94e08b28c37f5955ff074180ba,e880635ab1e315e4fa7a58db753ccee39be2d8cdce582df58591818a48550fb1,e880635ab1e315e4fa7a58db753ccee39be2d8cdce582df58591818a48550fb1,1337fe0de485b509683e787ff39d9281c8e93c94e08b28c37f5955ff074180ba,True
processing/Processing/output/paper/raw/ideology_order_2018_all_parties.csv,full_csv,35,2185de98065e686b4d257e57d531bc127439beeeedd735bf79030a9b81dd7937,f1f061cb03ea001a91582b1bcc1331ba3cad04253ad48fa13453a228eadce43d,f1f061cb03ea001a91582b1bcc1331ba3cad04253ad48fa13453a228eadce43d,2185de98065e686b4d257e57d531bc127439beeeedd735bf79030a9b81dd7937,True
processing/Processing/output/paper/raw/ideology_order_2022.csv,full_csv,23,335fc5ae073df36a8c04c4fe122d4edd90603d7475a85cdc334e0e796a80c244,4f4f79df77e4d65458605bab93cd2cb45a5728837e91eaa29748a1f997b66a94,4f4f79df77e4d65458605bab93cd2cb45a5728837e91eaa29748a1f997b66a94,335fc5ae073df36a8c04c4fe122d4edd90603d7475a85cdc334e0e796a80c244,True
processing/Processing/output/paper/raw/ideology_order_2022_all_parties.csv,full_csv,32,f1941cf4bb898d0324a2f568197d195ab534fff66a70982f6b96590963eaa9a0,8137373f30852b1b4983b12d03bb01c7880006dc0058770d832697c3ae233f80,8137373f30852b1b4983b12d03bb01c7880006dc0058770d832697c3ae233f80,f1941cf4bb898d0324a2f568197d195ab534fff66a70982f6b96590963eaa9a0,True
processing/Processing/output/paper/raw/ideology_order_all_years.csv,full_csv,81,9abc5715231a94c432055e20f9f8add88dfff60c3e88b8b067e842a2f3f3f85f,5f8b6c9efb96530eea23f0f229d6460020b2b4fc464bdeca548090ebc7f0c3ec,5f8b6c9efb96530eea23f0f229d6460020b2b4fc464bdeca548090ebc7f0c3ec,9abc5715231a94c432055e20f9f8add88dfff60c3e88b8b067e842a2f3f3f85f,True
processing/Processing/output/paper/raw/ideology_order_all_years_all_parties.csv,full_csv,99,00d4a866adb5ab16fd5fbdd0ccdf4caec032696dd6d635598407d091b947c550,4e6eb872794e91106aee2ae6187c5933479371bf31e0b5ab696bb9be4a6a41da,4e6eb872794e91106aee2ae6187c5933479371bf31e0b5ab696bb9be4a6a41da,00d4a866adb5ab16fd5fbdd0ccdf4caec032696dd6d635598407d091b947c550,True
processing/Processing/output/paper/raw/party_accounting_all_years.csv,party_accounts,99,1eeb5fa687cc00e94b3aaa0b900d94c1639f2ccd8fbc68fa1db04ab7b12bec42,858806c2766fdc223ed96cb6fbc62f1c9fd3b4e7b740e10525d2c41da9fa8c8d,20d75a6085deb08f2b2662b4745a2b34de6481a62751064dac71599abbfbdc0c,1eeb5fa687cc00e94b3aaa0b900d94c1639f2ccd8fbc68fa1db04ab7b12bec42,True
